 TIME                                   	SERIAL                                  	
  +3.1935000000000000E+03	  +4.5791062500000000E+04	
  +3.1937500000000000E+03	  +4.5791072916666664E+04	
  +3.1940000000000000E+03	  +4.5791083333333336E+04	
  +3.1942500000000000E+03	  +4.5791093750000000E+04	
  +3.1945000000000000E+03	  +4.5791104166666664E+04	
  +3.1947500000000000E+03	  +4.5791114583333336E+04	
  +3.1950000000000000E+03	  +4.5791125000000000E+04	
  +3.1952500000000000E+03	  +4.5791135416666664E+04	
  +3.1955000000000000E+03	  +4.5791145833333336E+04	
  +3.1957500000000000E+03	  +4.5791156250000000E+04	
  +3.1960000000000000E+03	  +4.5791166666666664E+04	
  +3.1962500000000000E+03	  +4.5791177083333336E+04	
  +3.1965000000000000E+03	  +4.5791187500000000E+04	
  +3.1967500000000000E+03	  +4.5791197916666664E+04	
  +3.1970000000000000E+03	  +4.5791208333333336E+04	
  +3.1972500000000000E+03	  +4.5791218750000000E+04	
  +3.1975000000000000E+03	  +4.5791229166666664E+04	
  +3.1977500000000000E+03	  +4.5791239583333336E+04	
  +3.1980000000000000E+03	  +4.5791250000000000E+04	
  +3.1982500000000000E+03	  +4.5791260416666664E+04	
  +3.1985000000000000E+03	  +4.5791270833333336E+04	
  +3.1987500000000000E+03	  +4.5791281250000000E+04	
  +3.1990000000000000E+03	  +4.5791291666666664E+04	
  +3.1992500000000000E+03	  +4.5791302083333336E+04	
  +3.1995000000000000E+03	  +4.5791312500000000E+04	
  +3.1997500000000000E+03	  +4.5791322916666664E+04	
  +3.2000000000000000E+03	  +4.5791333333333336E+04	
  +3.2002500000000000E+03	  +4.5791343750000000E+04	
  +3.2005000000000000E+03	  +4.5791354166666664E+04	
  +3.2007500000000000E+03	  +4.5791364583333336E+04	
  +3.2010000000000000E+03	  +4.5791375000000000E+04	
  +3.2012500000000000E+03	  +4.5791385416666664E+04	
  +3.2015000000000000E+03	  +4.5791395833333336E+04	
  +3.2017500000000000E+03	  +4.5791406250000000E+04	
  +3.2020000000000000E+03	  +4.5791416666666664E+04	
  +3.2022500000000000E+03	  +4.5791427083333336E+04	
  +3.2025000000000000E+03	  +4.5791437500000000E+04	
  +3.2027500000000000E+03	  +4.5791447916666664E+04	
  +3.2030000000000000E+03	  +4.5791458333333336E+04	
  +3.2032500000000000E+03	  +4.5791468750000000E+04	
  +3.2035000000000000E+03	  +4.5791479166666664E+04	
  +3.2037500000000000E+03	  +4.5791489583333336E+04	
  +3.2040000000000000E+03	  +4.5791500000000000E+04	
  +3.2042500000000000E+03	  +4.5791510416666664E+04	
  +3.2045000000000000E+03	  +4.5791520833333336E+04	
  +3.2047500000000000E+03	  +4.5791531250000000E+04	
  +3.2050000000000000E+03	  +4.5791541666666664E+04	
  +3.2052500000000000E+03	  +4.5791552083333336E+04	
  +3.2055000000000000E+03	  +4.5791562500000000E+04	
  +3.2057500000000000E+03	  +4.5791572916666664E+04	
  +3.2060000000000000E+03	  +4.5791583333333336E+04	
  +3.2062500000000000E+03	  +4.5791593750000000E+04	
  +3.2065000000000000E+03	  +4.5791604166666664E+04	
  +3.2067500000000000E+03	  +4.5791614583333336E+04	
  +3.2070000000000000E+03	  +4.5791625000000000E+04	
  +3.2072500000000000E+03	  +4.5791635416666664E+04	
  +3.2075000000000000E+03	  +4.5791645833333336E+04	
  +3.2077500000000000E+03	  +4.5791656250000000E+04	
  +3.2080000000000000E+03	  +4.5791666666666664E+04	
  +3.2082500000000000E+03	  +4.5791677083333336E+04	
  +3.2085000000000000E+03	  +4.5791687500000000E+04	
  +3.2087500000000000E+03	  +4.5791697916666664E+04	
  +3.2090000000000000E+03	  +4.5791708333333336E+04	
  +3.2092500000000000E+03	  +4.5791718750000000E+04	
  +3.2095000000000000E+03	  +4.5791729166666664E+04	
  +3.2097500000000000E+03	  +4.5791739583333336E+04	
  +3.2100000000000000E+03	  +4.5791750000000000E+04	
  +3.2102500000000000E+03	  +4.5791760416666664E+04	
  +3.2105000000000000E+03	  +4.5791770833333336E+04	
  +3.2107500000000000E+03	  +4.5791781250000000E+04	
  +3.2110000000000000E+03	  +4.5791791666666664E+04	
  +3.2112500000000000E+03	  +4.5791802083333336E+04	
  +3.2115000000000000E+03	  +4.5791812500000000E+04	
  +3.2117500000000000E+03	  +4.5791822916666664E+04	
  +3.2120000000000000E+03	  +4.5791833333333336E+04	
  +3.2122500000000000E+03	  +4.5791843750000000E+04	
  +3.2125000000000000E+03	  +4.5791854166666664E+04	
  +3.2127500000000000E+03	  +4.5791864583333336E+04	
  +3.2130000000000000E+03	  +4.5791875000000000E+04	
  +3.2132500000000000E+03	  +4.5791885416666664E+04	
  +3.2135000000000000E+03	  +4.5791895833333336E+04	
  +3.2137500000000000E+03	  +4.5791906250000000E+04	
  +3.2140000000000000E+03	  +4.5791916666666664E+04	
  +3.2142500000000000E+03	  +4.5791927083333336E+04	
  +3.2145000000000000E+03	  +4.5791937500000000E+04	
  +3.2147500000000000E+03	  +4.5791947916666664E+04	
  +3.2150000000000000E+03	  +4.5791958333333336E+04	
  +3.2152500000000000E+03	  +4.5791968750000000E+04	
  +3.2155000000000000E+03	  +4.5791979166666664E+04	
  +3.2157500000000000E+03	  +4.5791989583333336E+04	
  +3.2160000000000000E+03	  +4.5792000000000000E+04	
  +3.2162500000000000E+03	  +4.5792010416666664E+04	
  +3.2165000000000000E+03	  +4.5792020833333336E+04	
  +3.2167500000000000E+03	  +4.5792031250000000E+04	
  +3.2170000000000000E+03	  +4.5792041666666664E+04	
  +3.2172500000000000E+03	  +4.5792052083333336E+04	
  +3.2175000000000000E+03	  +4.5792062500000000E+04	
  +3.2177500000000000E+03	  +4.5792072916666664E+04	
  +3.2180000000000000E+03	  +4.5792083333333336E+04	
  +3.2182500000000000E+03	  +4.5792093750000000E+04	
  +3.2185000000000000E+03	  +4.5792104166666664E+04	
  +3.2187500000000000E+03	  +4.5792114583333336E+04	
  +3.2190000000000000E+03	  +4.5792125000000000E+04	
  +3.2192500000000000E+03	  +4.5792135416666664E+04	
  +3.2195000000000000E+03	  +4.5792145833333336E+04	
  +3.2197500000000000E+03	  +4.5792156250000000E+04	
  +3.2200000000000000E+03	  +4.5792166666666664E+04	
  +3.2202500000000000E+03	  +4.5792177083333336E+04	
  +3.2205000000000000E+03	  +4.5792187500000000E+04	
  +3.2207500000000000E+03	  +4.5792197916666664E+04	
  +3.2210000000000000E+03	  +4.5792208333333336E+04	
  +3.2212500000000000E+03	  +4.5792218750000000E+04	
  +3.2215000000000000E+03	  +4.5792229166666664E+04	
  +3.2217500000000000E+03	  +4.5792239583333336E+04	
  +3.2220000000000000E+03	  +4.5792250000000000E+04	
  +3.2222500000000000E+03	  +4.5792260416666664E+04	
  +3.2225000000000000E+03	  +4.5792270833333336E+04	
  +3.2227500000000000E+03	  +4.5792281250000000E+04	
  +3.2230000000000000E+03	  +4.5792291666666664E+04	
  +3.2232500000000000E+03	  +4.5792302083333336E+04	
  +3.2235000000000000E+03	  +4.5792312500000000E+04	
  +3.2237500000000000E+03	  +4.5792322916666664E+04	
  +3.2240000000000000E+03	  +4.5792333333333336E+04	
  +3.2242500000000000E+03	  +4.5792343750000000E+04	
  +3.2245000000000000E+03	  +4.5792354166666664E+04	
  +3.2247500000000000E+03	  +4.5792364583333336E+04	
  +3.2250000000000000E+03	  +4.5792375000000000E+04	
  +3.2252500000000000E+03	  +4.5792385416666664E+04	
  +3.2255000000000000E+03	  +4.5792395833333336E+04	
  +3.2257500000000000E+03	  +4.5792406250000000E+04	
  +3.2260000000000000E+03	  +4.5792416666666664E+04	
  +3.2262500000000000E+03	  +4.5792427083333336E+04	
  +3.2265000000000000E+03	  +4.5792437500000000E+04	
  +3.2267500000000000E+03	  +4.5792447916666664E+04	
  +3.2270000000000000E+03	  +4.5792458333333336E+04	
  +3.2272500000000000E+03	  +4.5792468750000000E+04	
  +3.2275000000000000E+03	  +4.5792479166666664E+04	
  +3.2277500000000000E+03	  +4.5792489583333336E+04	
  +3.2280000000000000E+03	  +4.5792500000000000E+04	
  +3.2282500000000000E+03	  +4.5792510416666664E+04	
  +3.2285000000000000E+03	  +4.5792520833333336E+04	
  +3.2287500000000000E+03	  +4.5792531250000000E+04	
  +3.2290000000000000E+03	  +4.5792541666666664E+04	
  +3.2292500000000000E+03	  +4.5792552083333336E+04	
  +3.2295000000000000E+03	  +4.5792562500000000E+04	
  +3.2297500000000000E+03	  +4.5792572916666664E+04	
  +3.2300000000000000E+03	  +4.5792583333333336E+04	
  +3.2302500000000000E+03	  +4.5792593750000000E+04	
  +3.2305000000000000E+03	  +4.5792604166666664E+04	
  +3.2307500000000000E+03	  +4.5792614583333336E+04	
  +3.2310000000000000E+03	  +4.5792625000000000E+04	
  +3.2312500000000000E+03	  +4.5792635416666664E+04	
  +3.2315000000000000E+03	  +4.5792645833333336E+04	
  +3.2317500000000000E+03	  +4.5792656250000000E+04	
  +3.2320000000000000E+03	  +4.5792666666666664E+04	
  +3.2322500000000000E+03	  +4.5792677083333336E+04	
  +3.2325000000000000E+03	  +4.5792687500000000E+04	
  +3.2327500000000000E+03	  +4.5792697916666664E+04	
  +3.2330000000000000E+03	  +4.5792708333333336E+04	
  +3.2332500000000000E+03	  +4.5792718750000000E+04	
  +3.2335000000000000E+03	  +4.5792729166666664E+04	
  +3.2337500000000000E+03	  +4.5792739583333336E+04	
  +3.2340000000000000E+03	  +4.5792750000000000E+04	
  +3.2342500000000000E+03	  +4.5792760416666664E+04	
  +3.2345000000000000E+03	  +4.5792770833333336E+04	
  +3.2347500000000000E+03	  +4.5792781250000000E+04	
  +3.2350000000000000E+03	  +4.5792791666666664E+04	
  +3.2352500000000000E+03	  +4.5792802083333336E+04	
  +3.2355000000000000E+03	  +4.5792812500000000E+04	
  +3.2357500000000000E+03	  +4.5792822916666664E+04	
  +3.2360000000000000E+03	  +4.5792833333333336E+04	
  +3.2362500000000000E+03	  +4.5792843750000000E+04	
  +3.2365000000000000E+03	  +4.5792854166666664E+04	
  +3.2367500000000000E+03	  +4.5792864583333336E+04	
  +3.2370000000000000E+03	  +4.5792875000000000E+04	
  +3.2372500000000000E+03	  +4.5792885416666664E+04	
  +3.2375000000000000E+03	  +4.5792895833333336E+04	
  +3.2377500000000000E+03	  +4.5792906250000000E+04	
  +3.2380000000000000E+03	  +4.5792916666666664E+04	
  +3.2382500000000000E+03	  +4.5792927083333336E+04	
  +3.2385000000000000E+03	  +4.5792937500000000E+04	
  +3.2387500000000000E+03	  +4.5792947916666664E+04	
  +3.2390000000000000E+03	  +4.5792958333333336E+04	
  +3.2392500000000000E+03	  +4.5792968750000000E+04	
  +3.2395000000000000E+03	  +4.5792979166666664E+04	
  +3.2397500000000000E+03	  +4.5792989583333336E+04	
  +3.2400000000000000E+03	  +4.5793000000000000E+04	
  +3.2402500000000000E+03	  +4.5793010416666664E+04	
  +3.2405000000000000E+03	  +4.5793020833333336E+04	
  +3.2407500000000000E+03	  +4.5793031250000000E+04	
  +3.2410000000000000E+03	  +4.5793041666666664E+04	
  +3.2412500000000000E+03	  +4.5793052083333336E+04	
  +3.2415000000000000E+03	  +4.5793062500000000E+04	
  +3.2417500000000000E+03	  +4.5793072916666664E+04	
  +3.2420000000000000E+03	  +4.5793083333333336E+04	
  +3.2422500000000000E+03	  +4.5793093750000000E+04	
  +3.2425000000000000E+03	  +4.5793104166666664E+04	
  +3.2427500000000000E+03	  +4.5793114583333336E+04	
  +3.2430000000000000E+03	  +4.5793125000000000E+04	
  +3.2432500000000000E+03	  +4.5793135416666664E+04	
  +3.2435000000000000E+03	  +4.5793145833333336E+04	
  +3.2437500000000000E+03	  +4.5793156250000000E+04	
  +3.2440000000000000E+03	  +4.5793166666666664E+04	
  +3.2442500000000000E+03	  +4.5793177083333336E+04	
  +3.2445000000000000E+03	  +4.5793187500000000E+04	
  +3.2447500000000000E+03	  +4.5793197916666664E+04	
  +3.2450000000000000E+03	  +4.5793208333333336E+04	
  +3.2452500000000000E+03	  +4.5793218750000000E+04	
  +3.2455000000000000E+03	  +4.5793229166666664E+04	
  +3.2457500000000000E+03	  +4.5793239583333336E+04	
  +3.2460000000000000E+03	  +4.5793250000000000E+04	
  +3.2462500000000000E+03	  +4.5793260416666664E+04	
  +3.2465000000000000E+03	  +4.5793270833333336E+04	
  +3.2467500000000000E+03	  +4.5793281250000000E+04	
  +3.2470000000000000E+03	  +4.5793291666666664E+04	
  +3.2472500000000000E+03	  +4.5793302083333336E+04	
  +3.2475000000000000E+03	  +4.5793312500000000E+04	
  +3.2477500000000000E+03	  +4.5793322916666664E+04	
  +3.2480000000000000E+03	  +4.5793333333333336E+04	
  +3.2482500000000000E+03	  +4.5793343750000000E+04	
  +3.2485000000000000E+03	  +4.5793354166666664E+04	
  +3.2487500000000000E+03	  +4.5793364583333336E+04	
  +3.2490000000000000E+03	  +4.5793375000000000E+04	
  +3.2492500000000000E+03	  +4.5793385416666664E+04	
  +3.2495000000000000E+03	  +4.5793395833333336E+04	
  +3.2497500000000000E+03	  +4.5793406250000000E+04	
  +3.2500000000000000E+03	  +4.5793416666666664E+04	
  +3.2502500000000000E+03	  +4.5793427083333336E+04	
  +3.2505000000000000E+03	  +4.5793437500000000E+04	
  +3.2507500000000000E+03	  +4.5793447916666664E+04	
  +3.2510000000000000E+03	  +4.5793458333333336E+04	
  +3.2512500000000000E+03	  +4.5793468750000000E+04	
  +3.2515000000000000E+03	  +4.5793479166666664E+04	
  +3.2517500000000000E+03	  +4.5793489583333336E+04	
  +3.2520000000000000E+03	  +4.5793500000000000E+04	
  +3.2522500000000000E+03	  +4.5793510416666664E+04	
  +3.2525000000000000E+03	  +4.5793520833333336E+04	
  +3.2527500000000000E+03	  +4.5793531250000000E+04	
  +3.2530000000000000E+03	  +4.5793541666666664E+04	
  +3.2532500000000000E+03	  +4.5793552083333336E+04	
  +3.2535000000000000E+03	  +4.5793562500000000E+04	
  +3.2537500000000000E+03	  +4.5793572916666664E+04	
  +3.2540000000000000E+03	  +4.5793583333333336E+04	
  +3.2542500000000000E+03	  +4.5793593750000000E+04	
  +3.2545000000000000E+03	  +4.5793604166666664E+04	
  +3.2547500000000000E+03	  +4.5793614583333336E+04	
  +3.2550000000000000E+03	  +4.5793625000000000E+04	
  +3.2552500000000000E+03	  +4.5793635416666664E+04	
  +3.2555000000000000E+03	  +4.5793645833333336E+04	
  +3.2557500000000000E+03	  +4.5793656250000000E+04	
  +3.2560000000000000E+03	  +4.5793666666666664E+04	
  +3.2562500000000000E+03	  +4.5793677083333336E+04	
  +3.2565000000000000E+03	  +4.5793687500000000E+04	
  +3.2567500000000000E+03	  +4.5793697916666664E+04	
  +3.2570000000000000E+03	  +4.5793708333333336E+04	
  +3.2572500000000000E+03	  +4.5793718750000000E+04	
  +3.2575000000000000E+03	  +4.5793729166666664E+04	
  +3.2577500000000000E+03	  +4.5793739583333336E+04	
  +3.2580000000000000E+03	  +4.5793750000000000E+04	
  +3.2582500000000000E+03	  +4.5793760416666664E+04	
  +3.2585000000000000E+03	  +4.5793770833333336E+04	
  +3.2587500000000000E+03	  +4.5793781250000000E+04	
  +3.2590000000000000E+03	  +4.5793791666666664E+04	
  +3.2592500000000000E+03	  +4.5793802083333336E+04	
  +3.2595000000000000E+03	  +4.5793812500000000E+04	
  +3.2597500000000000E+03	  +4.5793822916666664E+04	
  +3.2600000000000000E+03	  +4.5793833333333336E+04	
  +3.2602500000000000E+03	  +4.5793843750000000E+04	
  +3.2605000000000000E+03	  +4.5793854166666664E+04	
  +3.2607500000000000E+03	  +4.5793864583333336E+04	
  +3.2610000000000000E+03	  +4.5793875000000000E+04	
  +3.2612500000000000E+03	  +4.5793885416666664E+04	
  +3.2615000000000000E+03	  +4.5793895833333336E+04	
  +3.2617500000000000E+03	  +4.5793906250000000E+04	
  +3.2620000000000000E+03	  +4.5793916666666664E+04	
  +3.2622500000000000E+03	  +4.5793927083333336E+04	
  +3.2625000000000000E+03	  +4.5793937500000000E+04	
  +3.2627500000000000E+03	  +4.5793947916666664E+04	
  +3.2630000000000000E+03	  +4.5793958333333336E+04	
  +3.2632500000000000E+03	  +4.5793968750000000E+04	
  +3.2635000000000000E+03	  +4.5793979166666664E+04	
  +3.2637500000000000E+03	  +4.5793989583333336E+04	
  +3.2640000000000000E+03	  +4.5794000000000000E+04	
  +3.2642500000000000E+03	  +4.5794010416666664E+04	
  +3.2645000000000000E+03	  +4.5794020833333336E+04	
  +3.2647500000000000E+03	  +4.5794031250000000E+04	
  +3.2650000000000000E+03	  +4.5794041666666664E+04	
  +3.2652500000000000E+03	  +4.5794052083333336E+04	
  +3.2655000000000000E+03	  +4.5794062500000000E+04	
  +3.2657500000000000E+03	  +4.5794072916666664E+04	
  +3.2660000000000000E+03	  +4.5794083333333336E+04	
  +3.2662500000000000E+03	  +4.5794093750000000E+04	
  +3.2665000000000000E+03	  +4.5794104166666664E+04	
  +3.2667500000000000E+03	  +4.5794114583333336E+04	
  +3.2670000000000000E+03	  +4.5794125000000000E+04	
  +3.2672500000000000E+03	  +4.5794135416666664E+04	
  +3.2675000000000000E+03	  +4.5794145833333336E+04	
  +3.2677500000000000E+03	  +4.5794156250000000E+04	
  +3.2680000000000000E+03	  +4.5794166666666664E+04	
  +3.2682500000000000E+03	  +4.5794177083333336E+04	
  +3.2685000000000000E+03	  +4.5794187500000000E+04	
  +3.2687500000000000E+03	  +4.5794197916666664E+04	
  +3.2690000000000000E+03	  +4.5794208333333336E+04	
  +3.2692500000000000E+03	  +4.5794218750000000E+04	
  +3.2695000000000000E+03	  +4.5794229166666664E+04	
  +3.2697500000000000E+03	  +4.5794239583333336E+04	
  +3.2700000000000000E+03	  +4.5794250000000000E+04	
  +3.2702500000000000E+03	  +4.5794260416666664E+04	
  +3.2705000000000000E+03	  +4.5794270833333336E+04	
  +3.2707500000000000E+03	  +4.5794281250000000E+04	
  +3.2710000000000000E+03	  +4.5794291666666664E+04	
  +3.2712500000000000E+03	  +4.5794302083333336E+04	
  +3.2715000000000000E+03	  +4.5794312500000000E+04	
  +3.2717500000000000E+03	  +4.5794322916666664E+04	
  +3.2720000000000000E+03	  +4.5794333333333336E+04	
  +3.2722500000000000E+03	  +4.5794343750000000E+04	
  +3.2725000000000000E+03	  +4.5794354166666664E+04	
  +3.2727500000000000E+03	  +4.5794364583333336E+04	
  +3.2730000000000000E+03	  +4.5794375000000000E+04	
  +3.2732500000000000E+03	  +4.5794385416666664E+04	
  +3.2735000000000000E+03	  +4.5794395833333336E+04	
  +3.2737500000000000E+03	  +4.5794406250000000E+04	
  +3.2740000000000000E+03	  +4.5794416666666664E+04	
  +3.2742500000000000E+03	  +4.5794427083333336E+04	
  +3.2745000000000000E+03	  +4.5794437500000000E+04	
  +3.2747500000000000E+03	  +4.5794447916666664E+04	
  +3.2750000000000000E+03	  +4.5794458333333336E+04	
  +3.2752500000000000E+03	  +4.5794468750000000E+04	
  +3.2755000000000000E+03	  +4.5794479166666664E+04	
  +3.2757500000000000E+03	  +4.5794489583333336E+04	
  +3.2760000000000000E+03	  +4.5794500000000000E+04	
  +3.2762500000000000E+03	  +4.5794510416666664E+04	
  +3.2765000000000000E+03	  +4.5794520833333336E+04	
  +3.2767500000000000E+03	  +4.5794531250000000E+04	
  +3.2770000000000000E+03	  +4.5794541666666664E+04	
  +3.2772500000000000E+03	  +4.5794552083333336E+04	
  +3.2775000000000000E+03	  +4.5794562500000000E+04	
  +3.2777500000000000E+03	  +4.5794572916666664E+04	
  +3.2780000000000000E+03	  +4.5794583333333336E+04	
  +3.2782500000000000E+03	  +4.5794593750000000E+04	
  +3.2785000000000000E+03	  +4.5794604166666664E+04	
  +3.2787500000000000E+03	  +4.5794614583333336E+04	
  +3.2790000000000000E+03	  +4.5794625000000000E+04	
  +3.2792500000000000E+03	  +4.5794635416666664E+04	
  +3.2795000000000000E+03	  +4.5794645833333336E+04	
  +3.2797500000000000E+03	  +4.5794656250000000E+04	
  +3.2800000000000000E+03	  +4.5794666666666664E+04	
  +3.2802500000000000E+03	  +4.5794677083333336E+04	
  +3.2805000000000000E+03	  +4.5794687500000000E+04	
  +3.2807500000000000E+03	  +4.5794697916666664E+04	
  +3.2810000000000000E+03	  +4.5794708333333336E+04	
  +3.2812500000000000E+03	  +4.5794718750000000E+04	
  +3.2815000000000000E+03	  +4.5794729166666664E+04	
  +3.2817500000000000E+03	  +4.5794739583333336E+04	
  +3.2820000000000000E+03	  +4.5794750000000000E+04	
  +3.2822500000000000E+03	  +4.5794760416666664E+04	
  +3.2825000000000000E+03	  +4.5794770833333336E+04	
  +3.2827500000000000E+03	  +4.5794781250000000E+04	
  +3.2830000000000000E+03	  +4.5794791666666664E+04	
  +3.2832500000000000E+03	  +4.5794802083333336E+04	
  +3.2835000000000000E+03	  +4.5794812500000000E+04	
  +3.2837500000000000E+03	  +4.5794822916666664E+04	
  +3.2840000000000000E+03	  +4.5794833333333336E+04	
  +3.2842500000000000E+03	  +4.5794843750000000E+04	
  +3.2845000000000000E+03	  +4.5794854166666664E+04	
  +3.2847500000000000E+03	  +4.5794864583333336E+04	
  +3.2850000000000000E+03	  +4.5794875000000000E+04	
  +3.2852500000000000E+03	  +4.5794885416666664E+04	
  +3.2855000000000000E+03	  +4.5794895833333336E+04	
  +3.2857500000000000E+03	  +4.5794906250000000E+04	
  +3.2860000000000000E+03	  +4.5794916666666664E+04	
  +3.2862500000000000E+03	  +4.5794927083333336E+04	
  +3.2865000000000000E+03	  +4.5794937500000000E+04	
  +3.2867500000000000E+03	  +4.5794947916666664E+04	
  +3.2870000000000000E+03	  +4.5794958333333336E+04	
  +3.2872500000000000E+03	  +4.5794968750000000E+04	
  +3.2875000000000000E+03	  +4.5794979166666664E+04	
  +3.2877500000000000E+03	  +4.5794989583333336E+04	
  +3.2880000000000000E+03	  +4.5795000000000000E+04	
  +3.2882500000000000E+03	  +4.5795010416666664E+04	
  +3.2885000000000000E+03	  +4.5795020833333336E+04	
  +3.2887500000000000E+03	  +4.5795031250000000E+04	
  +3.2890000000000000E+03	  +4.5795041666666664E+04	
  +3.2892500000000000E+03	  +4.5795052083333336E+04	
  +3.2895000000000000E+03	  +4.5795062500000000E+04	
  +3.2897500000000000E+03	  +4.5795072916666664E+04	
  +3.2900000000000000E+03	  +4.5795083333333336E+04	
  +3.2902500000000000E+03	  +4.5795093750000000E+04	
  +3.2905000000000000E+03	  +4.5795104166666664E+04	
  +3.2907500000000000E+03	  +4.5795114583333336E+04	
  +3.2910000000000000E+03	  +4.5795125000000000E+04	
  +3.2912500000000000E+03	  +4.5795135416666664E+04	
  +3.2915000000000000E+03	  +4.5795145833333336E+04	
  +3.2917500000000000E+03	  +4.5795156250000000E+04	
  +3.2920000000000000E+03	  +4.5795166666666664E+04	
  +3.2922500000000000E+03	  +4.5795177083333336E+04	
  +3.2925000000000000E+03	  +4.5795187500000000E+04	
  +3.2927500000000000E+03	  +4.5795197916666664E+04	
  +3.2930000000000000E+03	  +4.5795208333333336E+04	
  +3.2932500000000000E+03	  +4.5795218750000000E+04	
  +3.2935000000000000E+03	  +4.5795229166666664E+04	
  +3.2937500000000000E+03	  +4.5795239583333336E+04	
  +3.2940000000000000E+03	  +4.5795250000000000E+04	
  +3.2942500000000000E+03	  +4.5795260416666664E+04	
  +3.2945000000000000E+03	  +4.5795270833333336E+04	
  +3.2947500000000000E+03	  +4.5795281250000000E+04	
  +3.2950000000000000E+03	  +4.5795291666666664E+04	
  +3.2952500000000000E+03	  +4.5795302083333336E+04	
  +3.2955000000000000E+03	  +4.5795312500000000E+04	
  +3.2957500000000000E+03	  +4.5795322916666664E+04	
  +3.2960000000000000E+03	  +4.5795333333333336E+04	
  +3.2962500000000000E+03	  +4.5795343750000000E+04	
  +3.2965000000000000E+03	  +4.5795354166666664E+04	
  +3.2967500000000000E+03	  +4.5795364583333336E+04	
  +3.2970000000000000E+03	  +4.5795375000000000E+04	
  +3.2972500000000000E+03	  +4.5795385416666664E+04	
  +3.2975000000000000E+03	  +4.5795395833333336E+04	
  +3.2977500000000000E+03	  +4.5795406250000000E+04	
  +3.2980000000000000E+03	  +4.5795416666666664E+04	
  +3.2982500000000000E+03	  +4.5795427083333336E+04	
  +3.2985000000000000E+03	  +4.5795437500000000E+04	
  +3.2987500000000000E+03	  +4.5795447916666664E+04	
  +3.2990000000000000E+03	  +4.5795458333333336E+04	
  +3.2992500000000000E+03	  +4.5795468750000000E+04	
  +3.2995000000000000E+03	  +4.5795479166666664E+04	
  +3.2997500000000000E+03	  +4.5795489583333336E+04	
  +3.3000000000000000E+03	  +4.5795500000000000E+04	
  +3.3002500000000000E+03	  +4.5795510416666664E+04	
  +3.3005000000000000E+03	  +4.5795520833333336E+04	
  +3.3007500000000000E+03	  +4.5795531250000000E+04	
  +3.3010000000000000E+03	  +4.5795541666666664E+04	
  +3.3012500000000000E+03	  +4.5795552083333336E+04	
  +3.3015000000000000E+03	  +4.5795562500000000E+04	
  +3.3017500000000000E+03	  +4.5795572916666664E+04	
  +3.3020000000000000E+03	  +4.5795583333333336E+04	
  +3.3022500000000000E+03	  +4.5795593750000000E+04	
  +3.3025000000000000E+03	  +4.5795604166666664E+04	
  +3.3027500000000000E+03	  +4.5795614583333336E+04	
  +3.3030000000000000E+03	  +4.5795625000000000E+04	
  +3.3032500000000000E+03	  +4.5795635416666664E+04	
  +3.3035000000000000E+03	  +4.5795645833333336E+04	
  +3.3037500000000000E+03	  +4.5795656250000000E+04	
  +3.3040000000000000E+03	  +4.5795666666666664E+04	
  +3.3042500000000000E+03	  +4.5795677083333336E+04	
  +3.3045000000000000E+03	  +4.5795687500000000E+04	
  +3.3047500000000000E+03	  +4.5795697916666664E+04	
  +3.3050000000000000E+03	  +4.5795708333333336E+04	
  +3.3052500000000000E+03	  +4.5795718750000000E+04	
  +3.3055000000000000E+03	  +4.5795729166666664E+04	
  +3.3057500000000000E+03	  +4.5795739583333336E+04	
  +3.3060000000000000E+03	  +4.5795750000000000E+04	
  +3.3062500000000000E+03	  +4.5795760416666664E+04	
  +3.3065000000000000E+03	  +4.5795770833333336E+04	
  +3.3067500000000000E+03	  +4.5795781250000000E+04	
  +3.3070000000000000E+03	  +4.5795791666666664E+04	
  +3.3072500000000000E+03	  +4.5795802083333336E+04	
  +3.3075000000000000E+03	  +4.5795812500000000E+04	
  +3.3077500000000000E+03	  +4.5795822916666664E+04	
  +3.3080000000000000E+03	  +4.5795833333333336E+04	
  +3.3082500000000000E+03	  +4.5795843750000000E+04	
  +3.3085000000000000E+03	  +4.5795854166666664E+04	
  +3.3087500000000000E+03	  +4.5795864583333336E+04	
  +3.3090000000000000E+03	  +4.5795875000000000E+04	
  +3.3092500000000000E+03	  +4.5795885416666664E+04	
  +3.3095000000000000E+03	  +4.5795895833333336E+04	
  +3.3097500000000000E+03	  +4.5795906250000000E+04	
  +3.3100000000000000E+03	  +4.5795916666666664E+04	
  +3.3102500000000000E+03	  +4.5795927083333336E+04	
  +3.3105000000000000E+03	  +4.5795937500000000E+04	
  +3.3107500000000000E+03	  +4.5795947916666664E+04	
  +3.3110000000000000E+03	  +4.5795958333333336E+04	
  +3.3112500000000000E+03	  +4.5795968750000000E+04	
  +3.3115000000000000E+03	  +4.5795979166666664E+04	
  +3.3117500000000000E+03	  +4.5795989583333336E+04	
  +3.3120000000000000E+03	  +4.5796000000000000E+04	
  +3.3122500000000000E+03	  +4.5796010416666664E+04	
  +3.3125000000000000E+03	  +4.5796020833333336E+04	
  +3.3127500000000000E+03	  +4.5796031250000000E+04	
  +3.3130000000000000E+03	  +4.5796041666666664E+04	
  +3.3132500000000000E+03	  +4.5796052083333336E+04	
  +3.3135000000000000E+03	  +4.5796062500000000E+04	
  +3.3137500000000000E+03	  +4.5796072916666664E+04	
