 TIME                                   	SERIAL                                  	
  +1.3437500000000000E+03	  +4.5713989583333336E+04	
  +1.3440000000000000E+03	  +4.5714000000000000E+04	
  +1.3442500000000000E+03	  +4.5714010416666664E+04	
  +1.3445000000000000E+03	  +4.5714020833333336E+04	
  +1.3447500000000000E+03	  +4.5714031250000000E+04	
  +1.3450000000000000E+03	  +4.5714041666666664E+04	
  +1.3452500000000000E+03	  +4.5714052083333336E+04	
  +1.3455000000000000E+03	  +4.5714062500000000E+04	
  +1.3457500000000000E+03	  +4.5714072916666664E+04	
  +1.3460000000000000E+03	  +4.5714083333333336E+04	
  +1.3462500000000000E+03	  +4.5714093750000000E+04	
  +1.3465000000000000E+03	  +4.5714104166666664E+04	
  +1.3467500000000000E+03	  +4.5714114583333336E+04	
  +1.3470000000000000E+03	  +4.5714125000000000E+04	
  +1.3472500000000000E+03	  +4.5714135416666664E+04	
  +1.3475000000000000E+03	  +4.5714145833333336E+04	
  +1.3477500000000000E+03	  +4.5714156250000000E+04	
  +1.3480000000000000E+03	  +4.5714166666666664E+04	
  +1.3482500000000000E+03	  +4.5714177083333336E+04	
  +1.3485000000000000E+03	  +4.5714187500000000E+04	
  +1.3487500000000000E+03	  +4.5714197916666664E+04	
  +1.3490000000000000E+03	  +4.5714208333333336E+04	
  +1.3492500000000000E+03	  +4.5714218750000000E+04	
  +1.3495000000000000E+03	  +4.5714229166666664E+04	
  +1.3497500000000000E+03	  +4.5714239583333336E+04	
  +1.3500000000000000E+03	  +4.5714250000000000E+04	
  +1.3502500000000000E+03	  +4.5714260416666664E+04	
  +1.3505000000000000E+03	  +4.5714270833333336E+04	
  +1.3507500000000000E+03	  +4.5714281250000000E+04	
  +1.3510000000000000E+03	  +4.5714291666666664E+04	
  +1.3512500000000000E+03	  +4.5714302083333336E+04	
  +1.3515000000000000E+03	  +4.5714312500000000E+04	
  +1.3517500000000000E+03	  +4.5714322916666664E+04	
  +1.3520000000000000E+03	  +4.5714333333333336E+04	
  +1.3522500000000000E+03	  +4.5714343750000000E+04	
  +1.3525000000000000E+03	  +4.5714354166666664E+04	
  +1.3527500000000000E+03	  +4.5714364583333336E+04	
  +1.3530000000000000E+03	  +4.5714375000000000E+04	
  +1.3532500000000000E+03	  +4.5714385416666664E+04	
  +1.3535000000000000E+03	  +4.5714395833333336E+04	
  +1.3537500000000000E+03	  +4.5714406250000000E+04	
  +1.3540000000000000E+03	  +4.5714416666666664E+04	
  +1.3542500000000000E+03	  +4.5714427083333336E+04	
  +1.3545000000000000E+03	  +4.5714437500000000E+04	
  +1.3547500000000000E+03	  +4.5714447916666664E+04	
  +1.3550000000000000E+03	  +4.5714458333333336E+04	
  +1.3552500000000000E+03	  +4.5714468750000000E+04	
  +1.3555000000000000E+03	  +4.5714479166666664E+04	
  +1.3557500000000000E+03	  +4.5714489583333336E+04	
  +1.3560000000000000E+03	  +4.5714500000000000E+04	
  +1.3562500000000000E+03	  +4.5714510416666664E+04	
  +1.3565000000000000E+03	  +4.5714520833333336E+04	
  +1.3567500000000000E+03	  +4.5714531250000000E+04	
  +1.3570000000000000E+03	  +4.5714541666666664E+04	
  +1.3572500000000000E+03	  +4.5714552083333336E+04	
  +1.3575000000000000E+03	  +4.5714562500000000E+04	
  +1.3577500000000000E+03	  +4.5714572916666664E+04	
  +1.3580000000000000E+03	  +4.5714583333333336E+04	
  +1.3582500000000000E+03	  +4.5714593750000000E+04	
  +1.3585000000000000E+03	  +4.5714604166666664E+04	
  +1.3587500000000000E+03	  +4.5714614583333336E+04	
  +1.3590000000000000E+03	  +4.5714625000000000E+04	
  +1.3592500000000000E+03	  +4.5714635416666664E+04	
  +1.3595000000000000E+03	  +4.5714645833333336E+04	
  +1.3597500000000000E+03	  +4.5714656250000000E+04	
  +1.3600000000000000E+03	  +4.5714666666666664E+04	
  +1.3602500000000000E+03	  +4.5714677083333336E+04	
  +1.3605000000000000E+03	  +4.5714687500000000E+04	
  +1.3607500000000000E+03	  +4.5714697916666664E+04	
  +1.3610000000000000E+03	  +4.5714708333333336E+04	
  +1.3612500000000000E+03	  +4.5714718750000000E+04	
  +1.3615000000000000E+03	  +4.5714729166666664E+04	
  +1.3617500000000000E+03	  +4.5714739583333336E+04	
  +1.3620000000000000E+03	  +4.5714750000000000E+04	
  +1.3622500000000000E+03	  +4.5714760416666664E+04	
  +1.3625000000000000E+03	  +4.5714770833333336E+04	
  +1.3627500000000000E+03	  +4.5714781250000000E+04	
  +1.3630000000000000E+03	  +4.5714791666666664E+04	
  +1.3632500000000000E+03	  +4.5714802083333336E+04	
  +1.3635000000000000E+03	  +4.5714812500000000E+04	
  +1.3637500000000000E+03	  +4.5714822916666664E+04	
  +1.3640000000000000E+03	  +4.5714833333333336E+04	
  +1.3642500000000000E+03	  +4.5714843750000000E+04	
  +1.3645000000000000E+03	  +4.5714854166666664E+04	
  +1.3647500000000000E+03	  +4.5714864583333336E+04	
  +1.3650000000000000E+03	  +4.5714875000000000E+04	
  +1.3652500000000000E+03	  +4.5714885416666664E+04	
  +1.3655000000000000E+03	  +4.5714895833333336E+04	
  +1.3657500000000000E+03	  +4.5714906250000000E+04	
  +1.3660000000000000E+03	  +4.5714916666666664E+04	
  +1.3662500000000000E+03	  +4.5714927083333336E+04	
  +1.3665000000000000E+03	  +4.5714937500000000E+04	
  +1.3667500000000000E+03	  +4.5714947916666664E+04	
  +1.3670000000000000E+03	  +4.5714958333333336E+04	
  +1.3672500000000000E+03	  +4.5714968750000000E+04	
  +1.3675000000000000E+03	  +4.5714979166666664E+04	
  +1.3677500000000000E+03	  +4.5714989583333336E+04	
  +1.3680000000000000E+03	  +4.5715000000000000E+04	
  +1.3682500000000000E+03	  +4.5715010416666664E+04	
  +1.3685000000000000E+03	  +4.5715020833333336E+04	
  +1.3687500000000000E+03	  +4.5715031250000000E+04	
  +1.3690000000000000E+03	  +4.5715041666666664E+04	
  +1.3692500000000000E+03	  +4.5715052083333336E+04	
  +1.3695000000000000E+03	  +4.5715062500000000E+04	
  +1.3697500000000000E+03	  +4.5715072916666664E+04	
  +1.3700000000000000E+03	  +4.5715083333333336E+04	
  +1.3702500000000000E+03	  +4.5715093750000000E+04	
  +1.3705000000000000E+03	  +4.5715104166666664E+04	
  +1.3707500000000000E+03	  +4.5715114583333336E+04	
  +1.3710000000000000E+03	  +4.5715125000000000E+04	
  +1.3712500000000000E+03	  +4.5715135416666664E+04	
  +1.3715000000000000E+03	  +4.5715145833333336E+04	
  +1.3717500000000000E+03	  +4.5715156250000000E+04	
  +1.3720000000000000E+03	  +4.5715166666666664E+04	
  +1.3722500000000000E+03	  +4.5715177083333336E+04	
  +1.3725000000000000E+03	  +4.5715187500000000E+04	
  +1.3727500000000000E+03	  +4.5715197916666664E+04	
  +1.3730000000000000E+03	  +4.5715208333333336E+04	
  +1.3732500000000000E+03	  +4.5715218750000000E+04	
  +1.3735000000000000E+03	  +4.5715229166666664E+04	
  +1.3737500000000000E+03	  +4.5715239583333336E+04	
  +1.3740000000000000E+03	  +4.5715250000000000E+04	
  +1.3742500000000000E+03	  +4.5715260416666664E+04	
  +1.3745000000000000E+03	  +4.5715270833333336E+04	
  +1.3747500000000000E+03	  +4.5715281250000000E+04	
  +1.3750000000000000E+03	  +4.5715291666666664E+04	
  +1.3752500000000000E+03	  +4.5715302083333336E+04	
  +1.3755000000000000E+03	  +4.5715312500000000E+04	
  +1.3757500000000000E+03	  +4.5715322916666664E+04	
  +1.3760000000000000E+03	  +4.5715333333333336E+04	
  +1.3762500000000000E+03	  +4.5715343750000000E+04	
  +1.3765000000000000E+03	  +4.5715354166666664E+04	
  +1.3767500000000000E+03	  +4.5715364583333336E+04	
  +1.3770000000000000E+03	  +4.5715375000000000E+04	
  +1.3772500000000000E+03	  +4.5715385416666664E+04	
  +1.3775000000000000E+03	  +4.5715395833333336E+04	
  +1.3777500000000000E+03	  +4.5715406250000000E+04	
  +1.3780000000000000E+03	  +4.5715416666666664E+04	
  +1.3782500000000000E+03	  +4.5715427083333336E+04	
  +1.3785000000000000E+03	  +4.5715437500000000E+04	
  +1.3787500000000000E+03	  +4.5715447916666664E+04	
  +1.3790000000000000E+03	  +4.5715458333333336E+04	
  +1.3792500000000000E+03	  +4.5715468750000000E+04	
  +1.3795000000000000E+03	  +4.5715479166666664E+04	
  +1.3797500000000000E+03	  +4.5715489583333336E+04	
  +1.3800000000000000E+03	  +4.5715500000000000E+04	
  +1.3802500000000000E+03	  +4.5715510416666664E+04	
  +1.3805000000000000E+03	  +4.5715520833333336E+04	
  +1.3807500000000000E+03	  +4.5715531250000000E+04	
  +1.3810000000000000E+03	  +4.5715541666666664E+04	
  +1.3812500000000000E+03	  +4.5715552083333336E+04	
  +1.3815000000000000E+03	  +4.5715562500000000E+04	
  +1.3817500000000000E+03	  +4.5715572916666664E+04	
  +1.3820000000000000E+03	  +4.5715583333333336E+04	
  +1.3822500000000000E+03	  +4.5715593750000000E+04	
  +1.3825000000000000E+03	  +4.5715604166666664E+04	
  +1.3827500000000000E+03	  +4.5715614583333336E+04	
  +1.3830000000000000E+03	  +4.5715625000000000E+04	
  +1.3832500000000000E+03	  +4.5715635416666664E+04	
  +1.3835000000000000E+03	  +4.5715645833333336E+04	
  +1.3837500000000000E+03	  +4.5715656250000000E+04	
  +1.3840000000000000E+03	  +4.5715666666666664E+04	
  +1.3842500000000000E+03	  +4.5715677083333336E+04	
  +1.3845000000000000E+03	  +4.5715687500000000E+04	
  +1.3847500000000000E+03	  +4.5715697916666664E+04	
  +1.3850000000000000E+03	  +4.5715708333333336E+04	
  +1.3852500000000000E+03	  +4.5715718750000000E+04	
  +1.3855000000000000E+03	  +4.5715729166666664E+04	
  +1.3857500000000000E+03	  +4.5715739583333336E+04	
  +1.3860000000000000E+03	  +4.5715750000000000E+04	
  +1.3862500000000000E+03	  +4.5715760416666664E+04	
  +1.3865000000000000E+03	  +4.5715770833333336E+04	
  +1.3867500000000000E+03	  +4.5715781250000000E+04	
  +1.3870000000000000E+03	  +4.5715791666666664E+04	
  +1.3872500000000000E+03	  +4.5715802083333336E+04	
  +1.3875000000000000E+03	  +4.5715812500000000E+04	
  +1.3877500000000000E+03	  +4.5715822916666664E+04	
  +1.3880000000000000E+03	  +4.5715833333333336E+04	
  +1.3882500000000000E+03	  +4.5715843750000000E+04	
  +1.3885000000000000E+03	  +4.5715854166666664E+04	
  +1.3887500000000000E+03	  +4.5715864583333336E+04	
  +1.3890000000000000E+03	  +4.5715875000000000E+04	
  +1.3892500000000000E+03	  +4.5715885416666664E+04	
  +1.3895000000000000E+03	  +4.5715895833333336E+04	
  +1.3897500000000000E+03	  +4.5715906250000000E+04	
  +1.3900000000000000E+03	  +4.5715916666666664E+04	
  +1.3902500000000000E+03	  +4.5715927083333336E+04	
  +1.3905000000000000E+03	  +4.5715937500000000E+04	
  +1.3907500000000000E+03	  +4.5715947916666664E+04	
  +1.3910000000000000E+03	  +4.5715958333333336E+04	
  +1.3912500000000000E+03	  +4.5715968750000000E+04	
  +1.3915000000000000E+03	  +4.5715979166666664E+04	
  +1.3917500000000000E+03	  +4.5715989583333336E+04	
  +1.3920000000000000E+03	  +4.5716000000000000E+04	
  +1.3922500000000000E+03	  +4.5716010416666664E+04	
  +1.3925000000000000E+03	  +4.5716020833333336E+04	
  +1.3927500000000000E+03	  +4.5716031250000000E+04	
  +1.3930000000000000E+03	  +4.5716041666666664E+04	
  +1.3932500000000000E+03	  +4.5716052083333336E+04	
  +1.3935000000000000E+03	  +4.5716062500000000E+04	
  +1.3937500000000000E+03	  +4.5716072916666664E+04	
  +1.3940000000000000E+03	  +4.5716083333333336E+04	
  +1.3942500000000000E+03	  +4.5716093750000000E+04	
  +1.3945000000000000E+03	  +4.5716104166666664E+04	
  +1.3947500000000000E+03	  +4.5716114583333336E+04	
  +1.3950000000000000E+03	  +4.5716125000000000E+04	
  +1.3952500000000000E+03	  +4.5716135416666664E+04	
  +1.3955000000000000E+03	  +4.5716145833333336E+04	
  +1.3957500000000000E+03	  +4.5716156250000000E+04	
  +1.3960000000000000E+03	  +4.5716166666666664E+04	
  +1.3962500000000000E+03	  +4.5716177083333336E+04	
  +1.3965000000000000E+03	  +4.5716187500000000E+04	
  +1.3967500000000000E+03	  +4.5716197916666664E+04	
  +1.3970000000000000E+03	  +4.5716208333333336E+04	
  +1.3972500000000000E+03	  +4.5716218750000000E+04	
  +1.3975000000000000E+03	  +4.5716229166666664E+04	
  +1.3977500000000000E+03	  +4.5716239583333336E+04	
  +1.3980000000000000E+03	  +4.5716250000000000E+04	
  +1.3982500000000000E+03	  +4.5716260416666664E+04	
  +1.3985000000000000E+03	  +4.5716270833333336E+04	
  +1.3987500000000000E+03	  +4.5716281250000000E+04	
  +1.3990000000000000E+03	  +4.5716291666666664E+04	
  +1.3992500000000000E+03	  +4.5716302083333336E+04	
  +1.3995000000000000E+03	  +4.5716312500000000E+04	
  +1.3997500000000000E+03	  +4.5716322916666664E+04	
  +1.4000000000000000E+03	  +4.5716333333333336E+04	
  +1.4002500000000000E+03	  +4.5716343750000000E+04	
  +1.4005000000000000E+03	  +4.5716354166666664E+04	
  +1.4007500000000000E+03	  +4.5716364583333336E+04	
  +1.4010000000000000E+03	  +4.5716375000000000E+04	
  +1.4012500000000000E+03	  +4.5716385416666664E+04	
  +1.4015000000000000E+03	  +4.5716395833333336E+04	
  +1.4017500000000000E+03	  +4.5716406250000000E+04	
  +1.4020000000000000E+03	  +4.5716416666666664E+04	
  +1.4022500000000000E+03	  +4.5716427083333336E+04	
  +1.4025000000000000E+03	  +4.5716437500000000E+04	
  +1.4027500000000000E+03	  +4.5716447916666664E+04	
  +1.4030000000000000E+03	  +4.5716458333333336E+04	
  +1.4032500000000000E+03	  +4.5716468750000000E+04	
  +1.4035000000000000E+03	  +4.5716479166666664E+04	
  +1.4037500000000000E+03	  +4.5716489583333336E+04	
  +1.4040000000000000E+03	  +4.5716500000000000E+04	
  +1.4042500000000000E+03	  +4.5716510416666664E+04	
  +1.4045000000000000E+03	  +4.5716520833333336E+04	
  +1.4047500000000000E+03	  +4.5716531250000000E+04	
  +1.4050000000000000E+03	  +4.5716541666666664E+04	
  +1.4052500000000000E+03	  +4.5716552083333336E+04	
  +1.4055000000000000E+03	  +4.5716562500000000E+04	
  +1.4057500000000000E+03	  +4.5716572916666664E+04	
  +1.4060000000000000E+03	  +4.5716583333333336E+04	
  +1.4062500000000000E+03	  +4.5716593750000000E+04	
  +1.4065000000000000E+03	  +4.5716604166666664E+04	
  +1.4067500000000000E+03	  +4.5716614583333336E+04	
  +1.4070000000000000E+03	  +4.5716625000000000E+04	
  +1.4072500000000000E+03	  +4.5716635416666664E+04	
  +1.4075000000000000E+03	  +4.5716645833333336E+04	
  +1.4077500000000000E+03	  +4.5716656250000000E+04	
  +1.4080000000000000E+03	  +4.5716666666666664E+04	
  +1.4082500000000000E+03	  +4.5716677083333336E+04	
  +1.4085000000000000E+03	  +4.5716687500000000E+04	
  +1.4087500000000000E+03	  +4.5716697916666664E+04	
  +1.4090000000000000E+03	  +4.5716708333333336E+04	
  +1.4092500000000000E+03	  +4.5716718750000000E+04	
  +1.4095000000000000E+03	  +4.5716729166666664E+04	
  +1.4097500000000000E+03	  +4.5716739583333336E+04	
  +1.4100000000000000E+03	  +4.5716750000000000E+04	
  +1.4102500000000000E+03	  +4.5716760416666664E+04	
  +1.4105000000000000E+03	  +4.5716770833333336E+04	
  +1.4107500000000000E+03	  +4.5716781250000000E+04	
  +1.4110000000000000E+03	  +4.5716791666666664E+04	
  +1.4112500000000000E+03	  +4.5716802083333336E+04	
  +1.4115000000000000E+03	  +4.5716812500000000E+04	
  +1.4117500000000000E+03	  +4.5716822916666664E+04	
  +1.4120000000000000E+03	  +4.5716833333333336E+04	
  +1.4122500000000000E+03	  +4.5716843750000000E+04	
  +1.4125000000000000E+03	  +4.5716854166666664E+04	
  +1.4127500000000000E+03	  +4.5716864583333336E+04	
  +1.4130000000000000E+03	  +4.5716875000000000E+04	
  +1.4132500000000000E+03	  +4.5716885416666664E+04	
  +1.4135000000000000E+03	  +4.5716895833333336E+04	
  +1.4137500000000000E+03	  +4.5716906250000000E+04	
  +1.4140000000000000E+03	  +4.5716916666666664E+04	
  +1.4142500000000000E+03	  +4.5716927083333336E+04	
  +1.4145000000000000E+03	  +4.5716937500000000E+04	
  +1.4147500000000000E+03	  +4.5716947916666664E+04	
  +1.4150000000000000E+03	  +4.5716958333333336E+04	
  +1.4152500000000000E+03	  +4.5716968750000000E+04	
  +1.4155000000000000E+03	  +4.5716979166666664E+04	
  +1.4157500000000000E+03	  +4.5716989583333336E+04	
  +1.4160000000000000E+03	  +4.5717000000000000E+04	
  +1.4162500000000000E+03	  +4.5717010416666664E+04	
  +1.4165000000000000E+03	  +4.5717020833333336E+04	
  +1.4167500000000000E+03	  +4.5717031250000000E+04	
  +1.4170000000000000E+03	  +4.5717041666666664E+04	
  +1.4172500000000000E+03	  +4.5717052083333336E+04	
  +1.4175000000000000E+03	  +4.5717062500000000E+04	
  +1.4177500000000000E+03	  +4.5717072916666664E+04	
  +1.4180000000000000E+03	  +4.5717083333333336E+04	
  +1.4182500000000000E+03	  +4.5717093750000000E+04	
  +1.4185000000000000E+03	  +4.5717104166666664E+04	
  +1.4187500000000000E+03	  +4.5717114583333336E+04	
  +1.4190000000000000E+03	  +4.5717125000000000E+04	
  +1.4192500000000000E+03	  +4.5717135416666664E+04	
  +1.4195000000000000E+03	  +4.5717145833333336E+04	
  +1.4197500000000000E+03	  +4.5717156250000000E+04	
  +1.4200000000000000E+03	  +4.5717166666666664E+04	
  +1.4202500000000000E+03	  +4.5717177083333336E+04	
  +1.4205000000000000E+03	  +4.5717187500000000E+04	
  +1.4207500000000000E+03	  +4.5717197916666664E+04	
  +1.4210000000000000E+03	  +4.5717208333333336E+04	
  +1.4212500000000000E+03	  +4.5717218750000000E+04	
  +1.4215000000000000E+03	  +4.5717229166666664E+04	
  +1.4217500000000000E+03	  +4.5717239583333336E+04	
  +1.4220000000000000E+03	  +4.5717250000000000E+04	
  +1.4222500000000000E+03	  +4.5717260416666664E+04	
  +1.4225000000000000E+03	  +4.5717270833333336E+04	
  +1.4227500000000000E+03	  +4.5717281250000000E+04	
  +1.4230000000000000E+03	  +4.5717291666666664E+04	
  +1.4232500000000000E+03	  +4.5717302083333336E+04	
  +1.4235000000000000E+03	  +4.5717312500000000E+04	
  +1.4237500000000000E+03	  +4.5717322916666664E+04	
  +1.4240000000000000E+03	  +4.5717333333333336E+04	
  +1.4242500000000000E+03	  +4.5717343750000000E+04	
  +1.4245000000000000E+03	  +4.5717354166666664E+04	
  +1.4247500000000000E+03	  +4.5717364583333336E+04	
  +1.4250000000000000E+03	  +4.5717375000000000E+04	
  +1.4252500000000000E+03	  +4.5717385416666664E+04	
  +1.4255000000000000E+03	  +4.5717395833333336E+04	
  +1.4257500000000000E+03	  +4.5717406250000000E+04	
  +1.4260000000000000E+03	  +4.5717416666666664E+04	
  +1.4262500000000000E+03	  +4.5717427083333336E+04	
  +1.4265000000000000E+03	  +4.5717437500000000E+04	
  +1.4267500000000000E+03	  +4.5717447916666664E+04	
  +1.4270000000000000E+03	  +4.5717458333333336E+04	
  +1.4272500000000000E+03	  +4.5717468750000000E+04	
  +1.4275000000000000E+03	  +4.5717479166666664E+04	
  +1.4277500000000000E+03	  +4.5717489583333336E+04	
  +1.4280000000000000E+03	  +4.5717500000000000E+04	
  +1.4282500000000000E+03	  +4.5717510416666664E+04	
  +1.4285000000000000E+03	  +4.5717520833333336E+04	
  +1.4287500000000000E+03	  +4.5717531250000000E+04	
  +1.4290000000000000E+03	  +4.5717541666666664E+04	
  +1.4292500000000000E+03	  +4.5717552083333336E+04	
  +1.4295000000000000E+03	  +4.5717562500000000E+04	
  +1.4297500000000000E+03	  +4.5717572916666664E+04	
  +1.4300000000000000E+03	  +4.5717583333333336E+04	
  +1.4302500000000000E+03	  +4.5717593750000000E+04	
  +1.4305000000000000E+03	  +4.5717604166666664E+04	
  +1.4307500000000000E+03	  +4.5717614583333336E+04	
  +1.4310000000000000E+03	  +4.5717625000000000E+04	
  +1.4312500000000000E+03	  +4.5717635416666664E+04	
  +1.4315000000000000E+03	  +4.5717645833333336E+04	
  +1.4317500000000000E+03	  +4.5717656250000000E+04	
  +1.4320000000000000E+03	  +4.5717666666666664E+04	
  +1.4322500000000000E+03	  +4.5717677083333336E+04	
  +1.4325000000000000E+03	  +4.5717687500000000E+04	
  +1.4327500000000000E+03	  +4.5717697916666664E+04	
  +1.4330000000000000E+03	  +4.5717708333333336E+04	
  +1.4332500000000000E+03	  +4.5717718750000000E+04	
  +1.4335000000000000E+03	  +4.5717729166666664E+04	
  +1.4337500000000000E+03	  +4.5717739583333336E+04	
  +1.4340000000000000E+03	  +4.5717750000000000E+04	
  +1.4342500000000000E+03	  +4.5717760416666664E+04	
  +1.4345000000000000E+03	  +4.5717770833333336E+04	
  +1.4347500000000000E+03	  +4.5717781250000000E+04	
  +1.4350000000000000E+03	  +4.5717791666666664E+04	
  +1.4352500000000000E+03	  +4.5717802083333336E+04	
  +1.4355000000000000E+03	  +4.5717812500000000E+04	
  +1.4357500000000000E+03	  +4.5717822916666664E+04	
  +1.4360000000000000E+03	  +4.5717833333333336E+04	
  +1.4362500000000000E+03	  +4.5717843750000000E+04	
  +1.4365000000000000E+03	  +4.5717854166666664E+04	
  +1.4367500000000000E+03	  +4.5717864583333336E+04	
  +1.4370000000000000E+03	  +4.5717875000000000E+04	
  +1.4372500000000000E+03	  +4.5717885416666664E+04	
  +1.4375000000000000E+03	  +4.5717895833333336E+04	
  +1.4377500000000000E+03	  +4.5717906250000000E+04	
  +1.4380000000000000E+03	  +4.5717916666666664E+04	
  +1.4382500000000000E+03	  +4.5717927083333336E+04	
  +1.4385000000000000E+03	  +4.5717937500000000E+04	
  +1.4387500000000000E+03	  +4.5717947916666664E+04	
  +1.4390000000000000E+03	  +4.5717958333333336E+04	
  +1.4392500000000000E+03	  +4.5717968750000000E+04	
  +1.4395000000000000E+03	  +4.5717979166666664E+04	
  +1.4397500000000000E+03	  +4.5717989583333336E+04	
  +1.4400000000000000E+03	  +4.5718000000000000E+04	
  +1.4402500000000000E+03	  +4.5718010416666664E+04	
  +1.4405000000000000E+03	  +4.5718020833333336E+04	
  +1.4407500000000000E+03	  +4.5718031250000000E+04	
  +1.4410000000000000E+03	  +4.5718041666666664E+04	
  +1.4412500000000000E+03	  +4.5718052083333336E+04	
  +1.4415000000000000E+03	  +4.5718062500000000E+04	
  +1.4417500000000000E+03	  +4.5718072916666664E+04	
  +1.4420000000000000E+03	  +4.5718083333333336E+04	
  +1.4422500000000000E+03	  +4.5718093750000000E+04	
  +1.4425000000000000E+03	  +4.5718104166666664E+04	
  +1.4427500000000000E+03	  +4.5718114583333336E+04	
  +1.4430000000000000E+03	  +4.5718125000000000E+04	
  +1.4432500000000000E+03	  +4.5718135416666664E+04	
  +1.4435000000000000E+03	  +4.5718145833333336E+04	
  +1.4437500000000000E+03	  +4.5718156250000000E+04	
  +1.4440000000000000E+03	  +4.5718166666666664E+04	
  +1.4442500000000000E+03	  +4.5718177083333336E+04	
  +1.4445000000000000E+03	  +4.5718187500000000E+04	
  +1.4447500000000000E+03	  +4.5718197916666664E+04	
  +1.4450000000000000E+03	  +4.5718208333333336E+04	
  +1.4452500000000000E+03	  +4.5718218750000000E+04	
  +1.4455000000000000E+03	  +4.5718229166666664E+04	
  +1.4457500000000000E+03	  +4.5718239583333336E+04	
  +1.4460000000000000E+03	  +4.5718250000000000E+04	
  +1.4462500000000000E+03	  +4.5718260416666664E+04	
  +1.4465000000000000E+03	  +4.5718270833333336E+04	
  +1.4467500000000000E+03	  +4.5718281250000000E+04	
  +1.4470000000000000E+03	  +4.5718291666666664E+04	
  +1.4472500000000000E+03	  +4.5718302083333336E+04	
  +1.4475000000000000E+03	  +4.5718312500000000E+04	
  +1.4477500000000000E+03	  +4.5718322916666664E+04	
  +1.4480000000000000E+03	  +4.5718333333333336E+04	
  +1.4482500000000000E+03	  +4.5718343750000000E+04	
  +1.4485000000000000E+03	  +4.5718354166666664E+04	
  +1.4487500000000000E+03	  +4.5718364583333336E+04	
  +1.4490000000000000E+03	  +4.5718375000000000E+04	
  +1.4492500000000000E+03	  +4.5718385416666664E+04	
  +1.4495000000000000E+03	  +4.5718395833333336E+04	
  +1.4497500000000000E+03	  +4.5718406250000000E+04	
  +1.4500000000000000E+03	  +4.5718416666666664E+04	
  +1.4502500000000000E+03	  +4.5718427083333336E+04	
  +1.4505000000000000E+03	  +4.5718437500000000E+04	
  +1.4507500000000000E+03	  +4.5718447916666664E+04	
  +1.4510000000000000E+03	  +4.5718458333333336E+04	
  +1.4512500000000000E+03	  +4.5718468750000000E+04	
  +1.4515000000000000E+03	  +4.5718479166666664E+04	
  +1.4517500000000000E+03	  +4.5718489583333336E+04	
  +1.4520000000000000E+03	  +4.5718500000000000E+04	
  +1.4522500000000000E+03	  +4.5718510416666664E+04	
  +1.4525000000000000E+03	  +4.5718520833333336E+04	
  +1.4527500000000000E+03	  +4.5718531250000000E+04	
  +1.4530000000000000E+03	  +4.5718541666666664E+04	
  +1.4532500000000000E+03	  +4.5718552083333336E+04	
  +1.4535000000000000E+03	  +4.5718562500000000E+04	
  +1.4537500000000000E+03	  +4.5718572916666664E+04	
  +1.4540000000000000E+03	  +4.5718583333333336E+04	
  +1.4542500000000000E+03	  +4.5718593750000000E+04	
  +1.4545000000000000E+03	  +4.5718604166666664E+04	
  +1.4547500000000000E+03	  +4.5718614583333336E+04	
  +1.4550000000000000E+03	  +4.5718625000000000E+04	
  +1.4552500000000000E+03	  +4.5718635416666664E+04	
  +1.4555000000000000E+03	  +4.5718645833333336E+04	
  +1.4557500000000000E+03	  +4.5718656250000000E+04	
  +1.4560000000000000E+03	  +4.5718666666666664E+04	
  +1.4562500000000000E+03	  +4.5718677083333336E+04	
  +1.4565000000000000E+03	  +4.5718687500000000E+04	
  +1.4567500000000000E+03	  +4.5718697916666664E+04	
  +1.4570000000000000E+03	  +4.5718708333333336E+04	
  +1.4572500000000000E+03	  +4.5718718750000000E+04	
  +1.4575000000000000E+03	  +4.5718729166666664E+04	
  +1.4577500000000000E+03	  +4.5718739583333336E+04	
  +1.4580000000000000E+03	  +4.5718750000000000E+04	
  +1.4582500000000000E+03	  +4.5718760416666664E+04	
  +1.4585000000000000E+03	  +4.5718770833333336E+04	
  +1.4587500000000000E+03	  +4.5718781250000000E+04	
  +1.4590000000000000E+03	  +4.5718791666666664E+04	
  +1.4592500000000000E+03	  +4.5718802083333336E+04	
  +1.4595000000000000E+03	  +4.5718812500000000E+04	
  +1.4597500000000000E+03	  +4.5718822916666664E+04	
  +1.4600000000000000E+03	  +4.5718833333333336E+04	
  +1.4602500000000000E+03	  +4.5718843750000000E+04	
  +1.4605000000000000E+03	  +4.5718854166666664E+04	
  +1.4607500000000000E+03	  +4.5718864583333336E+04	
  +1.4610000000000000E+03	  +4.5718875000000000E+04	
  +1.4612500000000000E+03	  +4.5718885416666664E+04	
  +1.4615000000000000E+03	  +4.5718895833333336E+04	
  +1.4617500000000000E+03	  +4.5718906250000000E+04	
  +1.4620000000000000E+03	  +4.5718916666666664E+04	
  +1.4622500000000000E+03	  +4.5718927083333336E+04	
  +1.4625000000000000E+03	  +4.5718937500000000E+04	
  +1.4627500000000000E+03	  +4.5718947916666664E+04	
  +1.4630000000000000E+03	  +4.5718958333333336E+04	
  +1.4632500000000000E+03	  +4.5718968750000000E+04	
  +1.4635000000000000E+03	  +4.5718979166666664E+04	
  +1.4637500000000000E+03	  +4.5718989583333336E+04	
  +1.4640000000000000E+03	  +4.5719000000000000E+04	
